locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),verdieping,ruimte,advies: controlemiddel,nr.,hoofd- functie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Noorderkroon (HW),2019-05-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Tweede etage,A.2.28 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",551,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-05-28 11:38:04,JA,A.2.28,
Noorderkroon (HW),2019-05-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",746,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-05-28 11:38:04,JA,,
Noorderkroon (HW),2019-05-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",748,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-05-28 11:38:04,JA,,
Noorderkroon (HW),2019-05-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",753,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-05-28 11:38:04,JA,,
Noorderkroon (HW),2019-05-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",755,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-05-28 11:38:04,JA,,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Wastafelmengkraan,Kelder,C.01.12 Dameskleedruimte,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",24,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,C.01.12,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Keukenmengkraan met douchekop,Kelder,C.01.06 Vergaderzaal 1,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",27,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,C.01.06,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Koffiemachine,Kelder,C.01.06 Vergaderzaal 1,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",28,Koud water,JA,Aangesloten,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,C.01.06,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Wastafelmengkraan,Kelder,B.01.03 Herenkleedruimte,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",44,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,B.01.03,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Tapkraan koud water,Kelder,A.01.17 Werkplaats,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",48,Koud water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,A.01.17,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan met kniebediening (horeca),Begane grond,C.0.15 Afwaskeuken,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",58,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,C.0.15,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Begane grond,C.0.33 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",77,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,C.0.33,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Keukenmengkraan,Begane grond,B.0.04 Thuiszorgteam,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",81,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,B.0.04,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Begane grond,A.0.57 Toilet,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",175,Koud en warm water,JA,Afgesloten,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,A.0.57,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Begane grond,A.0.56 Mindervalidentoilet,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",177,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,A.0.56,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Eerste etage,C.1.06 Coördinerend begeleidster,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",254,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,C.1.06,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Tweede etage,A.2.28 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",551,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,A.2.28,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",746,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",748,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",753,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,,
Noorderkroon (HW),2019-07-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",755,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-07-23 11:31:31,JA,,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Wastafelmengkraan,Kelder,C.01.12 Dameskleedruimte,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",24,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,C.01.12,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Keukenmengkraan met douchekop,Kelder,C.01.06 Vergaderzaal 1,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",27,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,C.01.06,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Koffiemachine,Kelder,C.01.06 Vergaderzaal 1,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",28,Koud water,JA,Aangesloten,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,C.01.06,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Wastafelmengkraan,Kelder,B.01.03 Herenkleedruimte,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",44,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,B.01.03,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Tapkraan koud water,Kelder,A.01.17 Werkplaats,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",48,Koud water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,A.01.17,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan met kniebediening (horeca),Begane grond,C.0.15 Afwaskeuken,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",58,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,C.0.15,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Begane grond,C.0.33 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",77,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,C.0.33,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Keukenmengkraan,Begane grond,B.0.04 Thuiszorgteam,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",81,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,B.0.04,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Begane grond,A.0.57 Toilet,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",175,Koud en warm water,JA,Afgesloten,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,A.0.57,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Begane grond,A.0.56 Mindervalidentoilet,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",177,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,A.0.56,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Eerste etage,C.1.06 Coördinerend begeleidster,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",254,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,C.1.06,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Tweede etage,A.2.28 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",551,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,A.2.28,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",746,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",748,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",753,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,,
Noorderkroon (HW),2019-08-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",755,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-08-27 11:08:32,JA,,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Wastafelmengkraan,Kelder,C.01.12 Dameskleedruimte,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",24,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,C.01.12,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Keukenmengkraan met douchekop,Kelder,C.01.06 Vergaderzaal 1,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",27,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,C.01.06,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Koffiemachine,Kelder,C.01.06 Vergaderzaal 1,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",28,Koud water,JA,Aangesloten,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,C.01.06,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Wastafelmengkraan,Kelder,B.01.03 Herenkleedruimte,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",44,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,B.01.03,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Tapkraan koud water,Kelder,A.01.17 Werkplaats,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",48,Koud water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,A.01.17,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan met kniebediening (horeca),Begane grond,C.0.15 Afwaskeuken,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",58,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,C.0.15,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Begane grond,C.0.33 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",77,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,C.0.33,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Keukenmengkraan,Begane grond,B.0.04 Thuiszorgteam,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",81,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,B.0.04,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Begane grond,A.0.57 Toilet,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",175,Koud en warm water,JA,Afgesloten,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,A.0.57,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Begane grond,A.0.56 Mindervalidentoilet,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",177,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,A.0.56,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,"Wastafelmengkraan, begrensd",Eerste etage,C.1.06 Coördinerend begeleidster,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",254,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,C.1.06,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Mengkraan,Tweede etage,A.2.28 Werkkast,"Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",551,Koud en warm water,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,A.2.28,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",746,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel A","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",748,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Boiler,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",753,Warmwaterbereiding,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,,
Noorderkroon (HW),2019-09-01,Maandelijks,Koudwatertemperatuur: lager dan 25°C. Warmwatertemperatuur: hoger dan 60°C.,Circulatiepomp,Vierde etage,"Technische ruimte, bouwdeel C","Meet de temperatuur, wacht tot het water een constante temperatuur heeft bereikt en noteer deze bij opmerking.",755,Warmwatercirculatie,JA,,Servicedienst Noorderkroon,2019-09-26 14:09:38,JA,,
